,TF-IDF
flew,8.777304237327403
lay,8.722675582924765
those,8.69995439957154
work,8.63854325963283
forth,8.636987591802402
always,8.635336907679147
castle,8.627915091574975
story,8.618237407765998
replied,8.552357077052218
anything,8.4627313904395
laid,8.445474357159569
side,8.415097051901636
live,8.369640975888489
any,8.361364730980776
face,8.184393928713872
angel,8.177311334220768
morning,8.09420628613813
prince,8.080227836327877
church,8.06940736639764
rich,8.05658013476658
far,8.039476379354713
cat,8.023946685302098
leaves,8.021974424020074
grew,7.9702038257964825
lady,7.961764430114932
opened,7.857606425339539
laughed,7.841955516470435
neck,7.796322835062706
shone,7.746007713986239
earth,7.652808367025648
sight,7.624441740612432
happiness,7.612141666353536
left,7.543772224216043
kind,7.533771018864078
bell,7.532248866799131
silver,7.530279647441015
high,7.5273778939805185
splendid,7.504165671044307
town,7.498237276541758
hands,7.467297831287957
new,7.4110425076466555
ate,7.409461880980319
pocket,7.401872139967494
table,7.373808439745176
going,7.371202147733571
hair,7.3633670802619235
passed,7.361184820016865
carried,7.3467631755041864
lord,7.322168628351423
nightingale,7.307124836687601
money,7.26478647166418
sitting,7.219985054341565
myself,7.141651998569256
mind,7.138151713786576
themselves,7.121381432133147
court,7.0960875240821375
garden,7.094789435098784
married,7.065944322439652
charming,7.038973999640771
called,7.036932359818605
wished,7.014561338353347
fly,6.986017598320185
sleep,6.974111659851527
tiny,6.965780685533581
thank,6.940081746709203
care,6.908785366449925
held,6.900456501987198
beautifully,6.892069198976078
sit,6.785980750243864
right,6.773068814947913
certainly,6.76665956144884
blue,6.756305021919131
years,6.753769503201731
pleasant,6.74584397502311
birds,6.706650675849583
nodded,6.706322090143874
cut,6.671663227460411
top,6.671376972863022
feast,6.6114101571326955
days,6.608275727068741
turned,6.608149211908924
giant,6.603721543310633
want,6.594851687153116
maiden,6.563376306967323
already,6.53836337275507
fire,6.516770236202931
without,6.515458317425291
fresh,6.446115626467016
cannot,6.412679336585216
music,6.398155441225969
sister,6.393729021844165
free,6.3911105531412264
others,6.375077439454309
rest,6.374513284569569
glass,6.351061819572646
ball,6.313301263543703
duchess,6.297061047847899
window,6.290880858000692
dance,6.282743138768693
able,6.2743077599523325
exclaimed,6.2740908200433525
merrily,6.262510197138256
times,6.2604958982846135
cow,6.250787082126817
spoke,6.2308908705840995
threw,6.207041718811152
mouse,6.185908456709848
enough,6.167608081700841
near,6.110515932261563
roses,6.090553919873145
end,6.0738745941838435
above,6.073648585538455
small,6.0415056735208745
open,6.009848229455576
summer,5.970511121029164
delightful,5.970020903437524
brother,5.9663729509589
year,5.943123490061767
wings,5.928014443333584
around,5.926476031815243
arms,5.914017208609775
sure,5.873602717020298
master,5.868967235145331
dancing,5.860758399785208
ib,5.823583423268366
apple,5.814966325320287
fellow,5.814398963496905
dog,5.799103378580419
ll,5.796307911438952
stay,5.778394374090402
delighted,5.768191346971526
voice,5.767608224874468
rode,5.767600291812225
true,5.734946422291973
drink,5.7243690171215365
snow,5.713620823285092
fox,5.704484461769694
stories,5.700333888718381
whom,5.683803170406132
things,5.673069658746154
spring,5.658863469844554
word,5.658050879540906
hansel,5.652073811294275
field,5.635377790618571
become,5.5920366057268245
remained,5.576366243214404
wild,5.5480735188359604
stone,5.5223935681566845
trees,5.5185885641302335
bells,5.512357980246591
sunshine,5.502630623266065
friend,5.502050983280739
met,5.484694438815751
help,5.473723890158386
brothers,5.465365844959053
sea,5.433131720903139
pair,5.432057278568721
kingdom,5.426394081022522
towards,5.413481949949851
wolf,5.378957670972311
branches,5.362070022555308
palace,5.350550095430471
behind,5.348305507788227
play,5.348117161532576
third,5.326015783352717
rejoicing,5.324763588626803
led,5.30749891759829
bread,5.3049701296991545
road,5.303180001473128
half,5.287341890866827
piece,5.263462949220653
clear,5.253799993327568
christina,5.238987849924042
clothes,5.235068604325989
black,5.2220454294027725
family,5.221479242662581
coming,5.209255969330942
twelve,5.180732203473237
elder,5.13710834445969
please,5.109312935500036
shoes,5.103756370137894
run,5.097412893579288
remember,5.087744373729809
name,5.083827765564345
luck,5.077733335817645
often,5.061798039834953
moment,5.053925288556148
filled,5.046343890470964
hold,5.038500532575057
coat,5.0151046895463285
cheerful,5.008800920526225
longer,4.980739989219924
tears,4.979027872311925
dinner,4.959708803095509
lips,4.9557464495922865
keep,4.9533363879233265
wanted,4.94040872853252
friends,4.933771572026939
ribby,4.886527192337153
sound,4.864996120325608
husband,4.859751385828719
drew,4.855655116245419
lie,4.84859252171129
itself,4.845645988878502
fat,4.829556412115988
cloak,4.807599815862275
shining,4.796408305769705
sounded,4.792376697644274
death,4.78434975052851
real,4.746359824785155
dress,4.730277756532466
seven,4.712349528663839
happily,4.686836305619296
looking,4.683624313371839
showed,4.679161557227314
feathers,4.665018348554964
close,4.664354626441136
among,4.659133756723975
marry,4.655795888905949
beauty,4.644374720207482
appeared,4.639705726504866
proud,4.6188548755663685
bottle,4.6181989156659675
tom,4.611806135760191
read,4.60830824949598
touched,4.574069529565415
picture,4.569313566632293
handsome,4.566667812712337
present,4.558993096849701
almost,4.549165015172283
country,4.548944645170857
played,4.538374400768117
strength,4.533417978009206
covered,4.518022369918575
fast,4.51113145313365
soft,4.508509111745226
cap,4.503768296413178
peace,4.4778773527569316
leaf,4.4722242697110035
rejoiced,4.470337198632751
ida,4.46746033656374
heads,4.439632065626449
followed,4.4254776754164356
speak,4.415866119912029
lucky,4.407668207100102
slept,4.407003015641227
hour,4.404245609093825
student,4.401550391759822
pieces,4.389193752589447
returned,4.3876490985464915
walked,4.381241060619528
jack,4.374121581436625
goose,4.371237977746651
men,4.363789760157173
plenty,4.35574806960416
four,4.337485006907639
nor,4.32053934837725
grand,4.3082179735147275
nice,4.292757716104379
turn,4.284179785501759
thus,4.2743261091301035
hurrah,4.268700889778302
form,4.2592955980633596
hung,4.252107704129016
grave,4.251934671869774
thanks,4.2277616594742256
until,4.1931090316142
stars,4.191380245591069
huntsman,4.188770620069354
listened,4.181810882692989
witch,4.179505747358956
part,4.171924502075064
apples,4.1496027406716385
reached,4.1430896255769785
mountain,4.134036241743721
return,4.132042232775115
therefore,4.131723109760433
happened,4.129441326347559
delicate,4.111343806701342
mrs,4.111001870521521
standing,4.09833183650218
higher,4.092405491729501
ugly,4.09059350569084
tin,4.060752608804381
dressed,4.0559503880044065
leave,4.051501905330593
land,4.044125539833918
stand,4.0201719554166475
yellow,4.0121505003487465
satisfied,4.011306334624425
liked,3.9969746230993723
afterwards,3.993277285337049
hearts,3.9747722503739293
fairy,3.9696151939619955
carry,3.9653494969402567
words,3.9506512706336467
horses,3.9487265457923417
sprang,3.928101924898704
kywitt,3.9234717529092356
dish,3.9145635162424552
thy,3.9098118446398056
wine,3.9078590605453174
safe,3.900391688736219
born,3.8716022605659695
outside,3.870678602495634
placed,3.870066717528893
nuts,3.8680304048323024
sung,3.855050241831109
grass,3.8482721543360268
front,3.8285524030767486
against,3.789414264366089
glorious,3.7861643149089264
received,3.769123818333322
smell,3.7661649131734456
sweetly,3.7521835092623563
forgotten,3.7495247351894134
beneath,3.748220327322896
molly,3.7478015135540064
servant,3.7399740576102554
reward,3.7391957886120677
strong,3.7204939141628848
playing,3.717518884183504
peasant,3.7162768485119875
rather,3.703878313822453
grandmother,3.694120472022176
soul,3.673031959664589
clever,3.6670987166572813
killed,3.661087330503761
colors,3.6511306430373414
talked,3.645374813583258
across,3.639524928937668
wait,3.632522412688445
jumped,3.631675456935392
sent,3.6296907934199787
although,3.6221002765683092
bride,3.619777141035545
greatest,3.6137730507237236
asleep,3.6088327450464996
toad,3.597755599850347
mouth,3.5963721945343528
within,3.5921110800677627
cock,3.5884045098302066
seized,3.5820519900585635
though,3.581888389229597
forget,3.5809856971284417
alone,3.580371261103773
wind,3.5791558298207318
youth,3.575884757123235
visit,3.565282414665665
dwarf,3.5588458611115503
ladies,3.5534305553804018
hall,3.549703863809512
drove,3.5424893231553507
lucie,3.5296750619777395
creature,3.5251448868238633
tune,3.524222889247176
book,3.5207816851252223
kiss,3.5173746527367857
peter,3.5060640031793238
suppose,3.504725071683277
cold,3.502132692582052
crown,3.4947801524608058
shines,3.492848997998229
obliged,3.492470086485973
along,3.4815557122099716
wept,3.47494615109507
duck,3.47276983592772
christmas,3.4720769214606895
thoughts,3.4612342315241342
awoke,3.454966160295546
thanked,3.4420693505530595
wall,3.4369135473202514
drank,3.4324264193361946
caught,3.4298410511992103
wide,3.423884542442928
dark,3.4219038519488816
living,3.4168607665911037
smiled,3.4037964788847637
swallow,3.40248491718776
hope,3.4012707373536464
pictures,3.3998900627446997
brightly,3.3971213781004503
kindly,3.3959028315287334
grow,3.386048534624599
dream,3.382442763491186
power,3.3757326988194416
street,3.3600211468011967
famous,3.3556500638413045
goblin,3.3526430038175046
died,3.350067018834361
boys,3.3289456742464663
gathered,3.3207151325247226
feet,3.318605016470777
sparrow,3.3060307395729938
whose,3.3051927988341845
beetle,3.281577414681852
health,3.2777405801368538
glittered,3.277666448363273
seated,3.262330163478929
eldest,3.2574124396784883
least,3.251244740465237
winter,3.2438032026212493
songs,3.242371856068808
fond,3.240918966024495
quickly,3.240054178763502
art,3.2378925742982183
call,3.2355309583889964
gate,3.2307094249172135
fall,3.225661716840368
planted,3.223602751003001
fingers,3.218000806461353
sometimes,3.2140737666220955
second,3.210204322964453
deal,3.194433545646128
desire,3.1918599271319588
city,3.1894787084155354
crept,3.1871230534503128
sky,3.1799215032430586
likewise,3.1639780546992315
doll,3.1531887766551754
gentle,3.1500312350204376
length,3.1491273121394867
comfortable,3.147324165645346
bottom,3.146258757216854
hill,3.1438236944596687
treasure,3.1422871544630357
stretched,3.1414741418605097
taking,3.1413585099931702
bacon,3.1388776212580076
strange,3.136350173098437
blood,3.134066028065452
noble,3.127973969005746
bear,3.127837030338905
bloom,3.1268811258424636
drum,3.1267547855100593
mice,3.1184676491517
don,3.1173868172293435
juniper,3.115831845616384
middle,3.103437069457164
walk,3.097973043363502
funny,3.097795909564409
sounds,3.0881920236077756
metal,3.0863209653820642
ra,3.082502657741889
dullard,3.0801424965218427
fragrant,3.0664259235150046
ready,3.048515095127315
deep,3.0479258148135413
mine,3.046694079976823
fortune,3.0352709829719515
honor,3.025983497672122
tea,3.025820784234135
tied,3.0252047048271082
enjoy,3.0232923457630254
ought,3.023176614868421
catch,3.022511026053539
continued,3.0190876815802894
perhaps,3.0096263483360026
blessing,3.0024436749564147
flying,2.994221637460459
bush,2.9892156114587496
clean,2.9833265048719957
lost,2.978599880582209
tired,2.975381663847974
devil,2.9733349261690054
prize,2.9722883889620584
talk,2.967563199839534
iron,2.966175975966732
thee,2.9659167503962323
kept,2.964617084627003
pass,2.96051615935593
believe,2.9564363653978636
weather,2.9502600467959423
quietly,2.940370653881736
washed,2.9381442015886043
ride,2.9348516505721496
pressed,2.9327090095677137
fragrance,2.9311358827208758
wore,2.9310539413240404
agreed,2.9295383485335034
ordered,2.927967721406575
gift,2.923330225901826
cloth,2.9230911262393304
nest,2.9230344674783115
miller,2.921324654064367
ring,2.9198048956720277
yourself,2.9183734692415273
ones,2.9045505330951364
windows,2.900031703580233
carriage,2.891223846269008
river,2.8806197645732734
alive,2.8792161935112643
buy,2.876667213812524
corner,2.8754773780882594
big,2.8706680152265505
besides,2.864878854795709
everyone,2.8645173611650567
hundred,2.8569407956100354
running,2.85360822887845
having,2.8422011550030324
box,2.833302042454782
brown,2.8330112212357283
scarcely,2.8280573258363653
blossoms,2.8266725075783574
peep,2.8251863260477457
idea,2.8216453079704444
few,2.8207584809123887
gleamed,2.8199182822650877
daisy,2.819176927207646
coach,2.8190966424231223
stopped,2.805068428879896
noise,2.8043204769499592
spot,2.802453775499589
use,2.7985279892865065
travel,2.7913249403973612
since,2.7910794845974216
used,2.789154333829958
marleen,2.7889638375574823
cook,2.7880950630047425
quiet,2.7805053285494528
lying,2.7775160015557336
saying,2.775274741766034
sparrows,2.772991882064804
kitchen,2.769820562725246
pigling,2.767483892394147
whether,2.7632527233117306
wonder,2.7592145346257
butterfly,2.755137783849482
sparkled,2.754175902679113
lifted,2.7510682026529647
shot,2.749821573224866
paper,2.7465668335927407
body,2.7463022478909167
sunbeam,2.7346699720581444
mistress,2.7318226730564517
embraced,2.729710349957624
grandfather,2.7294205403821543
soldiers,2.729190407538777
understand,2.728108307761116
spread,2.723534932983928
celebrated,2.70622209506836
betrothed,2.705457824411347
shudder,2.703830541565671
bouncer,2.7006022545305783
grown,2.7005320734679574
anastasia,2.6939720644341048
thither,2.6777728618565253
six,2.6769528128585063
cheese,2.6746904956534068
telling,2.674668228561925
treasures,2.663140101312649
friendly,2.658133255060796
hidden,2.6555440084439725
closed,2.6551183133310694
heavy,2.6546820031103584
inside,2.6522172535813016
thinking,2.651347427404405
pure,2.6479911970409664
welcome,2.646132148210571
getting,2.6456620130990696
taste,2.6455113576069875
floor,2.639128520671877
legs,2.638277168645027
nose,2.633764355109354
written,2.6316689511983418
moon,2.6274479925998313
fish,2.6250777595329886
whenever,2.6213636995365013
gay,2.61885478903174
sisters,2.6180363901435637
draw,2.6161389385115434
sack,2.6159164314886088
hard,2.6076849878847184
behold,2.6064074826852806
foot,2.6031181683596567
midst,2.6016648008057337
willing,2.6010365501913277
forward,2.6009080206457615
chair,2.597375836278399
stayed,2.5960621956517422
presently,2.5959251957560157
tasted,2.58942589004168
walls,2.5795340139423355
food,2.57660042262127
dreamt,2.5719656060810934
stones,2.5714182445215874
dogs,2.5709189785180557
belonged,2.5639927030924774
raised,2.5560986730648714
tones,2.555630968821084
shoulders,2.55289042734445
overjoyed,2.552181403796164
five,2.5456513395211084
imagined,2.5387454312026434
everybody,2.531017954946575
lives,2.527361948758674
short,2.526864948245238
seed,2.5267395820192657
ass,2.522363899484407
saved,2.5195986339689167
refreshing,2.518619081085376
thick,2.5148296500435334
immediately,2.5126741927394924
learnt,2.512173527592746
alfred,2.510210576841722
softly,2.5099780053706993
cheeks,2.507815423141496
amongst,2.498421219813651
changed,2.492649859969321
burst,2.4886498976877207
show,2.4841084936114832
finger,2.4821518812720793
stable,2.481179991951153
exactly,2.4754543809389684
egg,2.472761799452679
joyfully,2.4706776094950844
creatures,2.4691182316673466
easy,2.468967614537192
appear,2.460294334554349
single,2.4561020128617947
finished,2.4558024011184956
during,2.4461471781396624
countryman,2.4435907335531715
snowdrop,2.4423791840978795
pray,2.4390146207174164
begin,2.4330542375916613
capital,2.4306478094054804
splendour,2.4278595952262925
passage,2.4251814426150973
corn,2.423060022421557
ended,2.4214470597477824
enjoyed,2.4208152042211513
invited,2.4178854933175065
welcomed,2.4094132715836105
broken,2.4055356579132283
fulfilled,2.4055071984916143
tommy,2.4025333619478166
exceedingly,2.4002396813829208
frogs,2.400230979782791
bow,2.3958117744527905
longing,2.393381828219354
courage,2.393144556309865
eternal,2.3856114925637306
whatever,2.383174373067553
buried,2.3826714916423297
afraid,2.3808395591251728
penny,2.380399108212141
silent,2.379817520034255
presents,2.3797825862545885
magnificent,2.3756553032045638
lighted,2.3755902464827585
boldly,2.375531447672262
shake,2.3754679030149677
fir,2.3746477092985865
silk,2.3731749381460148
bent,2.367705458403446
shouted,2.3658018438223203
snail,2.3630541431980663
reach,2.3516213228191285
amusing,2.3508116855085697
benjamin,2.348255999002053
walking,2.344705494858816
underneath,2.3427836538720417
leapt,2.34270855523311
early,2.3424655318225005
mighty,2.338431057620487
bowed,2.3378772796669045
managed,2.3367024211635985
cellar,2.335858905209701
wear,2.324082811772725
servants,2.319195483107607
salad,2.3161445005977077
bones,2.3147312554723736
won,2.313937591605775
heartily,2.3072506096496093
glittering,2.3068381544391423
sentry,2.3065670319645504
smiling,2.3060942847831956
eaten,2.304463032926951
forgot,2.3038076444943343
cottage,2.302891761336949
struck,2.3024782814671516
memory,2.300266158292063
sought,2.2983492978282145
anne,2.296150623957633
thrown,2.2936368737917734
need,2.29351299872021
ground,2.293495833272323
prayer,2.2872872498363077
below,2.2868739769497752
cork,2.2854573552730995
festival,2.2848753498998393
sorrow,2.2801519373980694
allowed,2.2714566326257897
eating,2.26707370189254
increased,2.2652958622972
drummer,2.263233484532038
wicked,2.2587136487568107
waving,2.257439304576195
travelling,2.2571377287507426
joyously,2.2554075168128946
flopsy,2.2540678513121035
burning,2.253494459488102
promise,2.250916061513429
person,2.2459041305343215
blow,2.2458403906687585
grieved,2.2436754944127792
ding,2.2400170026324284
dong,2.2400170026324284
thumb,2.2393081272950797
beloved,2.236507033538927
sides,2.2354801610905297
deed,2.232089384729869
stove,2.2286796382790977
colored,2.2262627862547553
picked,2.223382809220743
clapped,2.223328919491906
change,2.223038036535251
swans,2.221987527018874
danish,2.221272721597357
dummling,2.221195253885069
rain,2.2135457880903697
ship,2.213272337384343
joyful,2.2096650583654465
knight,2.208880265636145
excellent,2.2086001422881005
started,2.2081096183637405
blessed,2.2071387927285584
broke,2.20276956679737
ill,2.200968898227253
sword,2.200833491095148
lies,2.200367170536956
widow,2.193450206135805
wet,2.1896439575933573
peasants,2.188130155755334
arrived,2.178775314194863
human,2.174954255504343
tail,2.1736716375813057
related,2.1731465559326884
number,2.1701317358340804
hut,2.170116734393366
cake,2.167384385820495
linen,2.166120777032811
courtyard,2.1614969693842565
hole,2.158269766299137
duckling,2.1581235630341222
brock,2.1556556342176236
breast,2.155183061870851
meet,2.153306773640211
deeds,2.152808772864706
neighbours,2.149342213819477
between,2.146796614613225
ear,2.14546967399478
gazed,2.1422614573429155
angels,2.1349284107664235
thousand,2.13453383298185
healthy,2.1316623903017193
needle,2.1312192644019867
fit,2.1295215260148193
anna,2.126092652236032
kerchief,2.1256529370149595
star,2.1255225036390883
royal,2.1251494134548876
recognized,2.120296156969111
slender,2.119320629469584
appearance,2.1165581346418425
meantime,2.1157820846782935
meat,2.114571110210355
ringing,2.1142080777142533
clay,2.112710197091376
fear,2.111362515477612
blossom,2.107125232762651
instead,2.10684606408733
happen,2.1063498849879605
engaged,2.1055728816884605
hardly,2.1044973268099008
content,2.1040726326092156
feeling,2.1032049339638648
houses,2.102442230880911
upward,2.1009701749299254
suddenly,2.100187608654205
plant,2.0971751269337027
tower,2.0967050370530065
shalt,2.096273415265635
tall,2.095895545478046
breath,2.0879691344169706
burdock,2.086852372510204
sunday,2.0868094918601066
gladness,2.0862606532109362
lose,2.085963471121768
roll,2.0824497928036303
formed,2.0784296409113967
willingly,2.077574013362314
mercy,2.074964284200833
splendor,2.073770814198807
believed,2.073071272334071
lisbeth,2.072672981492916
aloud,2.0641953232192245
smile,2.0622637422829193
rabbit,2.0618385596298494
fair,2.0607399572476055
roof,2.058167708830138
hot,2.058042544418451
dry,2.0567319997078735
service,2.0565644821541618
pomp,2.054253264290727
hark,2.052924681921387
pity,2.0523987852102152
sunbeams,2.052109161287926
goodness,2.0409484491068337
boat,2.0386787110744655
fare,2.035309290824771
frog,2.035082789039654
fields,2.0329654957081256
straw,2.0322316153985054
vanished,2.0290977630005314
holy,2.02565721784969
jump,2.024637699584423
laughing,2.023182773873577
couple,2.0228087623850217
account,2.0189601855580075
shirt,2.0176804242251514
spirit,2.0136027376584744
swimming,2.0130642422269216
popular,2.005069458425654
lion,2.0047033116872086
passing,2.003017753478389
announced,2.0007935575555065
skin,1.9970377787247662
shepherd,1.996405027957786
overcome,1.9954885944898586
furniture,1.9945014785172208
cage,1.9944075340699214
gardens,1.994183923055552
ducklings,1.9937364340627877
countries,1.993682618611016
kindness,1.9925155270886663
lump,1.9924948871671524
quack,1.989837945941432
nobody,1.988161668616397
fetched,1.9842454860217988
choose,1.9804267631277235
perch,1.9787144633071494
victory,1.9779873429171164
delight,1.9751463595101102
grinder,1.9734241474216274
grief,1.970764788158362
mountains,1.9693941831287542
fowls,1.9684382256674278
listen,1.9649663117946452
whilst,1.9629827435340395
pay,1.9585271178098937
highest,1.9486193554814826
mounted,1.9449762221262408
jewel,1.9428620500658857
fancy,1.940911808830872
gates,1.9406545263337251
throw,1.9396130018496534
laugh,1.9376285098001587
girdle,1.9361737449372391
hearted,1.9329120906811372
eggs,1.9306967391416352
horn,1.9302391613577476
chinese,1.929911784597206
magician,1.929287346149542
value,1.9284930525286348
easily,1.9284886380745905
finest,1.9272709997531035
lamps,1.925649738024803
temper,1.9237849061662553
farther,1.9201547910288084
truth,1.9192383261540105
useful,1.9192173816089793
rested,1.9173723288150253
awake,1.9147115721311658
trunk,1.912362273439593
hungry,1.9107369386722977
melody,1.9085351202140544
gardener,1.908347731258132
hen,1.90824704125612
pie,1.9077818973488005
upstairs,1.9056366485276741
colours,1.904150946388795
brightness,1.903831232750508
hurt,1.9033569474419874
rough,1.9030601557917262
wonderfully,1.9010648750851218
wooden,1.8987948079247632
evil,1.8945514816459141
means,1.8921294701809945
possible,1.891318718418284
arose,1.8850394019460588
heir,1.8834747427983098
count,1.8834534635064695
properly,1.8832051437511865
branch,1.881924840010523
churchyard,1.8816329277542578
voices,1.881026444863664
organ,1.8808488694827368
rooms,1.8806299269929163
rid,1.8770576307709543
drawn,1.8748191581310338
ease,1.8748067408613212
birth,1.8743612579193998
recovered,1.8731871734917718
beside,1.8728185839856337
wishes,1.8700717054119402
boots,1.8695313962066629
surprise,1.8695010827171432
eager,1.8688151085516536
roland,1.8664472829439924
wrote,1.8656762433458962
farmer,1.8647693969430625
journey,1.8631229083696865
innocent,1.8605625153260665
heap,1.8591397746700458
none,1.85737660186902
household,1.8562871664908551
step,1.8561392257285338
break,1.8534952381505594
draught,1.8530704551905774
bargain,1.8482960436684075
painted,1.8439654206781237
shoemaker,1.8438045684526576
humble,1.840226734022971
oak,1.8330288586217385
neat,1.8324585284374724
fisherman,1.8311412547628896
anyone,1.829546900289607
youngest,1.8282652076641193
lions,1.8278130633520489
thousands,1.8272683170959048
village,1.8266636458195478
inn,1.8263115839773771
spreading,1.8239525061556976
lands,1.8229400728023009
rise,1.8222968976464524
sings,1.8192475709080227
roots,1.8170306960837723
pride,1.8168061601132464
woods,1.813933467997981
pan,1.8134516858283163
making,1.8126314177709262
declared,1.8125279252508335
loveliest,1.8102578751581186
meaning,1.8088536508219981
lawn,1.8062515545525941
chain,1.8053725847537654
stick,1.8051481873518156
tittlemouse,1.8007786412878912
hazel,1.79844972242916
dumpty,1.7978752037782126
humpty,1.7978752037782126
meal,1.794258614488496
hunting,1.7940865481065107
wig,1.7928645537595778
gambling,1.7921145382619657
offer,1.7916520836399543
straight,1.7904330914993751
olden,1.7880435929729168
sits,1.7867725005770092
except,1.786121096247998
sick,1.7859493768590822
beyond,1.7819420667733834
egypt,1.7816939731128214
sort,1.7784102419549568
natural,1.777349551488185
beat,1.7731004811892954
understood,1.7723113266693553
books,1.772013114570633
poetry,1.7698169430426247
rosy,1.7696497862490768
collar,1.7670432127832296
clock,1.7663929232556477
ashes,1.7660884082384811
plucked,1.7659679428865118
glory,1.7651452861460921
tale,1.7635420879728636
party,1.7633730017048626
age,1.76325150832237
ears,1.7616291087961362
fiddle,1.7571186072706682
shouting,1.7478042950232677
painter,1.7475528184744114
news,1.7457303806447768
nut,1.7454768437861827
anthony,1.745124914479902
longed,1.7435565210099593
smoke,1.743438194133169
pink,1.741543821667051
hallo,1.7407795826111028
lake,1.7394204847439712
marriage,1.7338028263770355
frederick,1.729984860057065
streamed,1.7273740887790614
looks,1.7272896452471058
pot,1.726974849011639
deeply,1.7268460691020324
delightfully,1.725932483383827
holding,1.7257077251323967
jogged,1.722706635518306
different,1.7226349955334204
relate,1.7196174261428157
shut,1.71843791482631
lark,1.7174522897312843
matter,1.717323548327446
built,1.7168956281597063
point,1.709499204995801
stands,1.7082502339734715
self,1.7069395496244846
burnt,1.7056530187048222
princesses,1.703475107939519
stranger,1.702633772287342
opposite,1.7000464919344904
willow,1.6986373399417256
roebuck,1.698396463575025
seem,1.695623997300274
parents,1.6920930744641536
merchant,1.6892684801937943
hopped,1.688368278483895
learn,1.6867132524810542
happier,1.6860958546393348
gypsy,1.6834765632772677
darling,1.682361927583504
hens,1.6815359271282233
suit,1.6808418273808619
forgetting,1.6796915541740942
gentleman,1.674059947858122
paid,1.6739945726255303
