,TF-IDF
second,4.317668837510725
carter,4.274266213012408
fire,4.239608186204172
claus,4.213278047211429
people,4.206773294732269
dead,4.200076395797087
learnt,4.1846805494393715
hold,4.179303033804499
ll,4.171829404075568
everything,4.166480814896077
prince,4.1583033137987275
learn,4.157795889120154
yourself,4.157593097169825
sparrow,4.157262966830577
child,4.151420885720416
same,4.130612696424573
heard,4.121546092552279
cat,4.107808840804424
window,4.073044221150874
lady,4.072498158975515
brother,4.058527670339418
rage,4.050345997245724
children,4.042287309564035
art,4.0313245408833325
thy,3.9905232759642217
wanted,3.9859422688637687
bread,3.962755056871067
end,3.9616380198946164
even,3.9251931987130084
world,3.912436554029601
heart,3.9053718858508577
seized,3.886351889035036
shut,3.8670162320427073
yes,3.8652889539988444
tommy,3.850240871206973
brock,3.850240871206973
each,3.7983974950175634
bad,3.797118514261295
set,3.796556447230643
hole,3.726299205725853
duck,3.6768274726758445
grew,3.6754095794264883
death,3.6627406998890013
face,3.64191857449679
left,3.6391335594820844
thing,3.6341535448658804
saying,3.632901946437901
wish,3.609423737302725
something,3.5923093674665942
struck,3.5889015888095717
tom,3.5819667988585735
rest,3.5767789063356106
myself,3.521980707733447
stop,3.502930546058858
throw,3.4871301188030546
open,3.486804465644042
help,3.475107485378411
nuts,3.442765163387946
beard,3.442112006967317
hard,3.4347025029816587
became,3.4334806956666295
themselves,3.431037739836129
cock,3.416786784937776
those,3.3930917308221327
thus,3.386736257668571
unlucky,3.376976044370373
wolf,3.3752789417306
lord,3.3643784903540896
earth,3.36143874951835
asleep,3.347017098168629
lost,3.3125748175554808
black,3.3074194956248895
mine,3.304901235378695
lion,3.304348172542826
ah,3.2631214898354566
fellow,3.24492952658012
stupid,3.239935078733555
sprang,3.2393826755925965
soldier,3.2251182069543676
herself,3.1764918509965883
killed,3.1731455137152387
men,3.1716346847132493
until,3.1476180567874206
evening,3.1422764646578742
pulled,3.1422195596927547
lying,3.1293692939548396
money,3.1172465091694384
creature,3.1077190385864055
morning,3.1013902408211367
dance,3.0872699506984875
fast,3.085548215696129
gretel,3.069353652521949
miser,3.0616700441012985
fine,3.0412338756694917
cook,3.0282300177410555
carry,3.016348505914841
feet,2.9914659555531546
tail,2.983277631099761
bring,2.945760810819925
lay,2.9322830552486288
dog,2.9299573235844063
legs,2.928010276110211
caught,2.9243263932932964
whither,2.921168323126999
mad,2.9145835002524088
always,2.911863410283149
fool,2.9096344841329986
iron,2.909325433527642
word,2.9024010888750813
spoke,2.897819292480304
standing,2.8968771561238205
beautiful,2.8907201595058964
beat,2.8880011251918147
ordered,2.883542285660057
cold,2.8831060968337057
leave,2.878390407675567
poor,2.869326033001737
others,2.86384927561621
right,2.856493130499118
blow,2.8438469925049272
quiet,2.837252081578771
silly,2.834495027083906
nonsense,2.805873237417272
big,2.8009099363025616
room,2.7972227047015723
yard,2.7895162397269306
miserable,2.7868915254329463
apple,2.7867180929968978
through,2.77839432744455
live,2.777579848395429
things,2.775782834160849
hast,2.769770478085491
judge,2.7581633099626
hand,2.75499540620362
digging,2.751644642207653
wished,2.751548036542019
listen,2.7269613860518156
stood,2.7252109871303754
forest,2.709612503411127
these,2.702206558454465
business,2.6923812423608204
body,2.6910318526268475
run,2.6889393814061044
pray,2.6833249524984164
broken,2.677700920284964
trouble,2.673970383116925
forth,2.6682549910677706
mrs,2.6593946650449194
begged,2.646643520033446
ought,2.633151735253371
outside,2.6311405138933863
place,2.6287979307059275
corner,2.6047806527844473
tree,2.6041630112075445
speak,2.6025989851639064
fall,2.6015188071668085
led,2.5983906305095084
sun,2.591765436503477
pay,2.5890277740712246
tongue,2.588015397295886
behind,2.5776250068332325
golden,2.5674205119028355
noise,2.5621250257281316
shudder,2.5423279611132865
snowdrop,2.5407127861372056
fiddler,2.5360813509363793
servant,2.522109913956779
passed,2.5093394633771924
ears,2.50688465187104
ground,2.5022454915767756
therefore,2.501496386709344
broke,2.499683107739382
stay,2.4781802250350387
angrily,2.4713368774242404
venture,2.4689829540713006
sighed,2.4674205512063008
near,2.463033069406982
sit,2.453882239835597
nest,2.448383067804155
pushed,2.446162672014547
pieces,2.4322849773210145
evil,2.4194324168506376
wine,2.409496400134814
pigling,2.408888371103041
sat,2.402493202294995
kitchen,2.3852249890098216
far,2.379556586411922
already,2.369557585714359
together,2.367640085635587
sure,2.366163782167777
cost,2.3500608863985994
revenge,2.3491922750210774
four,2.34763162221073
barked,2.345343035070576
alas,2.3443258243828207
grisly,2.317250248175191
pope,2.3100768869269968
use,2.3090662961210566
laid,2.307805485248263
naughty,2.3076962414453654
sexton,2.304532181180179
stand,2.304427142261263
god,2.30294599507832
needle,2.300644323822669
hear,2.2915555091180906
countryman,2.290341040242498
servants,2.289959424329203
wood,2.288312873710588
emperor,2.2767623242805453
anna,2.2636413851658066
maria,2.2636413851658066
paid,2.2626842103369014
whiskers,2.2579326418132255
plate,2.2564886757182325
knife,2.248017522207279
goose,2.2385068446641605
garden,2.233027288548847
hansel,2.231429248790451
really,2.223996378207959
drink,2.221631081467754
small,2.2206935931830665
blood,2.220084612137435
storks,2.216130927916213
bargain,2.2117523466942353
carried,2.2049300557967744
refused,2.2027648442792374
remained,2.2024409882483473
sight,2.1906595039850636
looking,2.190591245421012
farmer,2.1683859875649873
forced,2.1683412024648816
its,2.1676090445995326
top,2.1623434403310835
church,2.1607163180274824
miller,2.1570901633701545
birds,2.140207379959988
bite,2.1320207798292627
many,2.1236313039174233
table,2.120223386823226
worse,2.1028598216291563
whole,2.1021475682513784
cry,2.0996398294967427
goblin,2.096637641740554
dear,2.087581384051767
white,2.069461950685257
between,2.0680701389400507
carriage,2.0650723763942
eggs,2.0595886641730408
devil,2.059265797128111
towards,2.059218737125772
buckwheat,2.05533919920403
drew,2.0542389384989246
supper,2.0531333704043067
nobody,2.0505992582486416
indeed,2.0482363292341685
matter,2.047082387554753
heaven,2.036658812355131
sleep,2.036352019709076
happened,2.0350090311361893
pass,2.034625941408249
believe,2.028254087967274
peasant,2.0279758468066857
certainly,2.0258122737570954
wait,2.024170254232614
opened,2.0187419055309355
sent,2.017677710183067
punish,2.01404623799991
jumped,2.0076989497255906
against,2.0026028721740188
seeing,2.001098440945019
year,2.0007506560332198
rose,1.9892593377283432
thither,1.9863531400373162
neck,1.9732563424488208
pot,1.9669561679565568
air,1.9660955303603371
dirty,1.9651957228442138
screamed,1.962322740805194
bedroom,1.9585917366487957
terrible,1.9501470149243914
true,1.9484214273784264
rid,1.9452577309498236
clothes,1.945035013831289
played,1.9443498487422035
horses,1.9404903878243172
immediately,1.9391764475435638
weather,1.9328829391471634
understand,1.9245108094110184
scratched,1.9200739282992854
mouse,1.9116609966662694
turn,1.9080858467420914
ate,1.9031620739169794
passion,1.8999118958584926
cheese,1.8919443657144936
both,1.8899521439727058
anger,1.8768528873149406
collar,1.8763121311600064
hot,1.8748033226443381
times,1.8709473214324668
wild,1.8633037011940978
tricks,1.8609633951514923
purpose,1.8571781396868534
cast,1.8552783589966022
talk,1.854276057055508
shook,1.8539711957031018
warm,1.8478282010237013
huntsman,1.8478210168452383
crying,1.846818698659486
voice,1.8425176160215784
half,1.8417680193880135
fly,1.8409088438725283
earn,1.8409060851132941
rabbit,1.836196072933311
seek,1.8290513635542405
break,1.8287704329852017
dare,1.8276074699178493
mcgregor,1.8225505036001315
wont,1.8204300381416225
best,1.8172818317277404
send,1.8155478589721832
teeth,1.812729081055467
suffer,1.805247231533093
whether,1.8044041465068676
glass,1.7997727262024243
hung,1.7977431484989637
rode,1.793808630662647
town,1.7922934154985994
skin,1.7914959468349254
eating,1.7849489113402957
girl,1.7769437479984804
peas,1.7751343902464938
lie,1.7729776070696983
alone,1.7679942281880616
stable,1.7590585520382067
short,1.7572877491507535
step,1.7562255372135125
sword,1.749171929542952
grandmother,1.745924895852628
kingdom,1.7225704121125867
nightingale,1.7205247398026238
red,1.7199812030755415
bland,1.7152210308005593
fetch,1.7142031239738207
walk,1.7053227427194166
crept,1.704543063796386
having,1.6940750435006944
handkerchief,1.689849834067677
axe,1.6890767246698288
obliged,1.6881275774083038
ready,1.6814731145103672
hair,1.6799925278244965
grave,1.674822171263412
walked,1.6743924532978027
bit,1.673209765416437
flower,1.6715220742824592
beast,1.669642289005739
thumb,1.6625773360013876
calf,1.6605255076606267
order,1.6554734986279822
simpkin,1.655106815836735
softly,1.6529887426424161
kiss,1.6430582756402952
retorted,1.638386510906482
seven,1.6357311061389832
love,1.632164221127212
ever,1.6195806831194608
drinking,1.6164318903863188
honest,1.6153675205250313
reached,1.6133982225538466
annoyed,1.6118536042772864
chamber,1.6108066351069075
hill,1.6021836959968652
sleeping,1.6010705741448694
piperson,1.5994636298256775
sitting,1.5895965790841504
cottage,1.5886272018825525
dark,1.5780017167583131
hunger,1.57632765782439
eldest,1.575138303743799
strike,1.574952632627119
cross,1.5716686136562474
part,1.5695675492526482
beg,1.569012648939341
won,1.5685820968443087
food,1.5674370453651232
bride,1.564972705671994
pickles,1.5635621270600117
false,1.562229299996418
seemed,1.5530867911705724
everyone,1.5511578051253427
poisoned,1.5501021961438846
friendly,1.5475235439686212
quickly,1.5404335079960945
sultan,1.5403849067222364
inside,1.5361493991716642
strong,1.5325100444010509
heads,1.530415747316853
hens,1.5273418569416515
stick,1.5236844598288688
fools,1.5208601060612732
days,1.518581362458096
thief,1.51294626444838
rapunzel,1.5098339468745958
temper,1.5060599619771113
received,1.4945081750747473
letter,1.4944230927020195
screaming,1.4913745126159073
coming,1.4852090404681901
call,1.4813424522626786
rushed,1.4797083779811298
tied,1.4787329484555163
perhaps,1.4769593376931496
nor,1.4724778757683574
sake,1.472371716282606
kitten,1.4711033535626363
awoke,1.470336968293128
appear,1.4696878608591675
somebody,1.4687969602843924
belongs,1.4677305882814868
sing,1.4670670988976846
pig,1.4670271493732248
placed,1.4662238526806541
stairs,1.4659577949741383
bell,1.4636183181818205
boar,1.461960237409137
flopsy,1.461365225111264
fingers,1.4601880032382444
getting,1.4583134524825296
exclaimed,1.4582754751261802
tittlemouse,1.4577452222436644
laughed,1.4575714308697911
play,1.4520691406712123
mercy,1.4511295960138084
stork,1.450848472692813
return,1.4485075918241244
foot,1.4480518176417667
fat,1.4460309182840652
darning,1.4360076266104256
smell,1.434969989292641
vexed,1.4349553829464314
meantime,1.4309325891098577
full,1.4302556474898356
wheels,1.4286513052436582
move,1.424830255925664
chest,1.417535760718448
gardener,1.4172417200376755
along,1.413552473369941
youngest,1.4132493605894672
ones,1.4088990309605125
wall,1.4082568579449164
cart,1.4078388339868835
city,1.4038431264323747
saddle,1.4015685349102123
ha,1.4007218254742053
kind,1.4002026378937376
envy,1.3998253254764972
rolled,1.397467564875175
key,1.3888739479306358
repeated,1.3885638568988883
crowing,1.3829493933985084
gold,1.3817879160202664
portuguese,1.3814055823487421
tear,1.3728823313255587
dwarf,1.3728222819843774
bush,1.3719065614664805
hit,1.3711033477034154
tiresome,1.3702222905453165
pale,1.3693585837384818
rope,1.3674739503886053
most,1.3623157053478825
useless,1.3615703509999846
spiteful,1.361132142741369
enjoy,1.3586979153997547
hen,1.3578564266397104
ship,1.355982307450315
twist,1.3533078103536051
gallows,1.3532388201760517
thrust,1.348648616909114
spot,1.3484914463539095
grief,1.3473015405446431
thereupon,1.3468225632832138
benjamin,1.3428838899028397
glutton,1.3423448068084505
nutkin,1.3401178919489065
timmy,1.339043661057006
held,1.3367397350539567
steps,1.3328378007047257
least,1.3321303767194361
tweet,1.3316685712785983
worthy,1.3304375784096418
leg,1.3294312639755397
green,1.3290873443541191
twelve,1.3285441064933452
large,1.3285344382385416
fury,1.3282570548501351
lid,1.3273798869339215
jemima,1.3245735729543124
slept,1.324514914124678
nearly,1.3236010164242553
upset,1.3223964169577667
intend,1.322290470260493
mean,1.3158644016523358
complained,1.3126174022843837
discover,1.3094869077936968
words,1.309261121790439
land,1.3090225762559127
maid,1.3084602336963336
anvil,1.3083942200919605
please,1.3050840765968204
hatch,1.3032838126194846
loudly,1.3031401199138004
afterwards,1.3028839335665232
attention,1.299832481620267
furious,1.2980036384402918
meant,1.295663558290814
sell,1.2950274727526003
clean,1.2948689700765135
whose,1.293707270374738
hatchet,1.292348590410002
kate,1.2921203250506794
belong,1.2918568573606382
tugged,1.2914058695914008
ourselves,1.2862864063006356
manage,1.2810398614004121
side,1.280203786817792
idle,1.2769452049969363
followed,1.276581078736395
shining,1.276304678599429
pecked,1.2755554198535528
reward,1.2736641769186199
finger,1.273591056071192
below,1.2729207259679975
thine,1.272875834533942
bridge,1.2687714231497513
hang,1.2685087446199304
uneasy,1.2675970331870974
dwarfs,1.2656247440343296
seated,1.2634539561984823
tore,1.2633515870124485
dreams,1.2617747440121938
grumbling,1.2615613237489771
chickens,1.2611421852897702
cutting,1.260285128765638
sang,1.2596944995779369
allowed,1.2588063833511436
though,1.257357531466702
sea,1.2572871412785314
glad,1.2570229866164964
bouncer,1.2550639994676465
none,1.2549386163613863
dinner,1.2544532735873286
fault,1.2531758571361278
playing,1.2452086805955562
beasts,1.24513364966784
peace,1.2403534583939861
whatever,1.240156637829705
puddle,1.2400250962046897
eaten,1.2384968656926278
drove,1.2368914943875369
palace,1.2365613219702691
advice,1.235314791186199
bishop,1.2337397702543673
ear,1.230892605495456
accused,1.2304913127496084
rough,1.2263550342205176
either,1.2227828149532924
almost,1.21948147893767
royal,1.218987367540268
box,1.2187402766075393
fortune,1.2173404980628613
rather,1.2164829372359418
willingly,1.215783504862709
dummling,1.2138795142603442
stir,1.2132584315437533
flesh,1.210966135741571
swineherd,1.209182477820187
foolish,1.208181842797262
mayor,1.2075033571988185
ball,1.2065456800500718
cap,1.2058674485331906
desire,1.2031960180166175
frog,1.2031309623455255
badly,1.2019085272068972
shout,1.201605429770931
farther,1.2010645492550722
stopped,1.1973999830486632
afraid,1.1941191640625313
pigsty,1.190932467623999
spinning,1.1908814747046848
court,1.1876111788053145
caused,1.1851420173701877
ruined,1.1849140369269497
trees,1.1840825368874248
draw,1.1819052750398926
except,1.1804621091278065
fit,1.1797038897207957
pelting,1.1793437159517426
urchin,1.1755361402302658
straw,1.1736133307863512
kribble,1.1701751806765228
krabble,1.1701751806765228
wind,1.1700411476240915
worth,1.1665048151922524
years,1.163807857050844
marry,1.1630817039393184
tired,1.1627852568445682
whom,1.1579540515613242
innocent,1.1526923066537251
seize,1.1522965731718195
fiddle,1.1511720513151167
eye,1.1507068944903966
moon,1.1504168985007712
clever,1.149404677709528
become,1.1490323801742814
trick,1.148924598277818
malice,1.1461000224450992
patch,1.1455203384144417
wax,1.1448519109813362
answer,1.1427153586571743
burnt,1.1413000749604163
apron,1.1408448185080844
thoughts,1.1393709815414312
waiting,1.13583627774566
stronger,1.1355149759213272
service,1.1350733972309257
yourselves,1.135012786740615
misfortune,1.134736457033046
rag,1.1327376308977484
goodbye,1.1325024143946627
giant,1.1294392449901438
pick,1.1278084813391085
largest,1.1269396951764419
midnight,1.1258043413391956
minute,1.1256622978772506
met,1.1236572661998814
moss,1.1233538061985429
push,1.1214292811838245
empty,1.120584847081399
chair,1.1192922767359028
spring,1.119203373508756
doll,1.1183011783320074
boys,1.1182069035698055
spare,1.1169213990509086
anyone,1.1158948241680515
painter,1.1154437608819745
willow,1.1120646003349963
fie,1.1118826695995017
ring,1.1099576229639034
chimney,1.1088339733005297
fifth,1.1071526878319444
mouth,1.104368207906257
sack,1.1026671630269744
agreed,1.1020371191153302
common,1.100597860349898
nose,1.100576962402
fields,1.0989544533562043
thrown,1.0987775195541207
thinking,1.0981886279949846
parents,1.0958859487524586
sa,1.0948958479662894
above,1.0946729288777528
fourth,1.0929249434516999
prize,1.091293628355294
continued,1.0900116835159959
tiptoes,1.0896102237982612
ugly,1.0893036378758318
pleased,1.0880919747442173
midges,1.0862111523892684
meadows,1.085447190149984
talers,1.0853806040159486
waited,1.0778154388085015
horrible,1.076952213460932
unwilling,1.075875192396472
liked,1.0749388947525564
breaking,1.072646198434557
tune,1.0716271603688747
cloak,1.0708524198524325
allow,1.0670144006370141
returned,1.0653861851912023
covered,1.0651147402212953
close,1.0642641892638822
feast,1.0641978698353622
highest,1.0626649657215523
dragon,1.0595647879491323
floor,1.059202461016128
spirit,1.0585508063020106
frederick,1.0565363967819357
corn,1.055371770855914
happens,1.054892874973061
joke,1.053656612099016
high,1.0527053971017608
stolen,1.0485215726101986
invited,1.0481692417278805
catch,1.0429593756147009
friend,1.039280514785533
whispered,1.0335051834482498
within,1.0329360216077124
curious,1.0288850333662543
idea,1.0265127471810462
straight,1.0241319935802227
opinion,1.0235940652866498
kettle,1.0224093421777511
bristled,1.0213189726653682
knocked,1.0212971814543557
harm,1.0205484036957964
fickle,1.0202919577614213
company,1.0202018283838596
pin,1.0197238363170178
garter,1.019389008631637
piece,1.018320519586089
wrens,1.0177772572290305
boat,1.0129139473378044
hurry,1.0125696536916091
walking,1.0109763709233457
distracted,1.010262111303063
weave,1.010106485152735
cage,1.0089013803927536
slapped,1.0086133653627862
lived,1.003954860332415
required,1.0038243927577395
haste,1.0033658571040478
watch,1.0028284262864133
seemly,1.0
sworn,1.0
escaped,0.9987098656052853
meal,0.9983072533678703
imagine,0.9976494251332099
rat,0.997453880529936
vain,0.9954371042246656
fact,0.9937987395183592
aunt,0.9929159594611737
proud,0.9926361824552501
instead,0.9914387181214375
middle,0.9901189795294598
danced,0.9874032732115627
goodness,0.9849136883979948
wars,0.9831288098344072
skins,0.9801303920652868
fear,0.9797023638796531
yellow,0.9795743740953459
determined,0.9795283224519431
treat,0.9779653211185788
deserve,0.976985299700887
undone,0.9743396509204929
whipped,0.9731618872187167
neither,0.9730720788364413
drop,0.9726237468246608
dashed,0.9725052288744844
swung,0.9724731383356672
fallen,0.9720533462655662
strawberries,0.9703570449901191
cuck,0.9701425001453319
creeping,0.9690992094341524
puddings,0.9677274729625518
kicked,0.9671866745856859
pain,0.9671043800081058
rich,0.9661824658752647
coat,0.9655464152034208
growled,0.964983123470384
treated,0.9648135523256925
six,0.9644154221725909
among,0.9640433508653676
ve,0.9616215623087789
fist,0.9603026029381792
sixth,0.9590624150383316
mountain,0.9588021712528108
sought,0.9581971677458376
girls,0.9570088885148497
jam,0.9565305296435118
war,0.9553887713799327
hark,0.9540553980182214
loud,0.9522822517320441
knocking,0.9513363598583506
fighting,0.9512030512068003
market,0.9494669525310582
unless,0.9494021443914398
empire,0.9479796964373991
flying,0.9464078262198445
mice,0.9463465256148411
wounded,0.9445339704459277
smells,0.9445153371555903
sensible,0.9438095752313098
hoped,0.942262527416484
directly,0.9415845944185672
otters,0.937918785338838
amongst,0.9376770548799447
boots,0.9371040444348383
nice,0.9369129824072321
despise,0.9366778140672344
remark,0.9351486254165903
robbers,0.9350434994125794
pull,0.9301669246544838
thank,0.9298697213919999
villain,0.9282980080933734
dry,0.9275374432843819
vagabonds,0.9256292462348772
touched,0.9246124829143895
heavy,0.9234677088115147
shade,0.9219402230956477
greenwood,0.9219402230956477
lose,0.9191725190985585
ascend,0.9188724547953341
fatherland,0.9171267769191268
lives,0.9171075447142333
length,0.9154574365532917
punch,0.9148822488611758
peep,0.9138890839940275
peter,0.9120924601418894
cheek,0.9120477771001421
reach,0.9104992396330749
sister,0.9089785191658644
shirt,0.9081945767200348
consideration,0.9064480074142199
thirst,0.9057817806746808
dub,0.9057456292830158
comrade,0.9049028326375494
soldiers,0.904355834396857
hidden,0.9042935561931554
deserved,0.9012186173973531
castle,0.8949640870099507
dig,0.8946320727604776
hadst,0.893264618425078
kindly,0.8915113353091672
pretty,0.8860419532800629
councillors,0.8844412936958757
usual,0.8842468817496936
sorry,0.884074604849095
married,0.8838555337475815
quacked,0.883620069338455
wear,0.8831823982987101
served,0.8824494340081186
aha,0.8812227193097253
occasion,0.8806619967089907
maiden,0.8796833029798059
intent,0.8791426839158951
worst,0.8773050940210023
hearts,0.8772090035721261
ye,0.8760053465977329
bottom,0.8748971045607074
enchantress,0.8736865510896641
running,0.8734051264012549
lovelier,0.8727101783019346
kept,0.8726959467715728
stretch,0.872435684576908
quietly,0.8717696937355814
chanticleer,0.8699358476513579
drank,0.8694484118738629
meaning,0.8692889778435514
tower,0.8680835933656387
perfectly,0.8657950280907698
wept,0.8644301183160271
arms,0.8637735008805144
hacked,0.8632013853857323
prove,0.8626674401462313
twenty,0.8626196506716819
fancy,0.8610429590434416
sweep,0.8594679973980712
bar,0.8588881543767463
egg,0.8556691372620472
stone,0.8556360204637272
river,0.8556305082159729
hiding,0.8549072638855484
stole,0.8536143293742522
flowers,0.8535389585256938
terrified,0.8531753968093431
few,0.8524617514343416
angered,0.8521670197183266
arts,0.8507595222302872
condition,0.8499489767147437
someone,0.8497932818929008
moment,0.8476482741181668
luck,0.8457699353263547
commanded,0.8451710346934951
pudding,0.8432068076268693
alive,0.8423982043213245
prisoner,0.8414537128512138
started,0.8412612462084166
rusty,0.8372496089707849
spent,0.8368298511032489
descend,0.8355540884184244
entreated,0.8351657890437232
brothers,0.8326138562018508
rolling,0.8304625644557586
companion,0.8300701995460584
student,0.8294067353521302
fetched,0.8286784820225059
able,0.8279815437447771
sticks,0.8276019191569218
drag,0.8267858077515462
grunted,0.8266629334321187
elder,0.8265435189313973
perceived,0.8247226916880124
hedge,0.824608712940593
coach,0.8232695556089894
buzz,0.8232695556089894
lifted,0.8226448648715952
borglum,0.8198413551640535
disappointment,0.8195979813574422
munca,0.8195979813574422
hunca,0.8195979813574422
questions,0.8186269302521696
samuel,0.8185817573265627
cloth,0.8185177425842916
ashes,0.8169310050893842
crockery,0.8166821206426034
anthony,0.8157797055314497
strewn,0.815644239696178
purr,0.8129667479719996
hell,0.8119442648602803
horribly,0.8092733448153951
paper,0.8090953470518113
forgotten,0.8087867065020975
new,0.8085454171871043
mountains,0.8083120469344389
summoned,0.8063157614984315
deceived,0.8060775887812146
sisters,0.8039382620733909
jay,0.8036518192859559
shoes,0.8012356951083728
cupboard,0.8009230233039565
rushing,0.8001976663639514
planks,0.8000500638149364
toad,0.7999950626707835
letting,0.7982781121348417
throat,0.7979726070442884
singing,0.7976952973277538
bin,0.7976783374667408
hills,0.796919963140526
pointed,0.7964169233223181
read,0.7951105991240868
creatures,0.7947210154625375
penny,0.794532851200421
madam,0.7938325515299012
locked,0.7926057374695527
cant,0.7922822310227763
hands,0.7920406089855572
robbed,0.7901042868545172
huntsmen,0.7898994548403157
fork,0.7892435378356697
fender,0.7878016541710701
lips,0.7875225638463736
unhappy,0.7874761651724708
dropped,0.7874655019132523
stayed,0.7871530879498333
reply,0.7867088509983294
torn,0.7861802054884391
riches,0.7835136086206695
re,0.7831816746398856
fairy,0.7823246380732025
show,0.7818106042934272
nibble,0.7815336511477108
ante,0.7810791161794503
strange,0.7800228974296405
babbitty,0.7797803881982919
bumble,0.7797803881982919
friends,0.7797798246297697
roly,0.7786055356165725
higher,0.777449924577766
perched,0.7753222744153558
ended,0.775136042644667
burning,0.7731121626104879
cow,0.7715647341279779
deal,0.7704936450571666
wings,0.7697247013678149
jackson,0.7690762787010215
feeling,0.7683399238601445
although,0.768330647630263
appeared,0.7678525118977664
howling,0.7665998230781008
beaten,0.7658217124338358
song,0.7655412132287094
scissors,0.7655094019810272
rabbits,0.7640601786600176
fifty,0.7631928668227751
surely,0.7617474109576169
ridiculed,0.7590596327072061
scratch,0.7588898519951774
mercilessly,0.7576249292653081
strangled,0.7561354289426034
bench,0.755865416773748
nasty,0.7551479839165718
parson,0.7547371458183141
prevent,0.7543737149145352
weary,0.7543231115182032
greater,0.7539134162015582
thats,0.7532345656520758
oven,0.7531824851763744
cruel,0.7516849127865878
escape,0.747662885094672
wedding,0.7476131712297953
lied,0.7472728122933239
lamps,0.7470624881841716
holes,0.7463563107181631
heinel,0.7458001564686061
grass,0.7449209790460622
hatched,0.7445831059683186
cries,0.7444143743727508
stall,0.7443176109352279
fancies,0.7433119548003393
hopped,0.742525325948973
figure,0.7424124515970656
prison,0.7414913178977304
sentry,0.7408828052731199
matters,0.7408828052731199
abrupt,0.7408828052731199
bees,0.7404889482682805
fastened,0.740394198751759
ghost,0.7392276448052965
bellissima,0.7392083642850187
sail,0.7386907756335435
wonderful,0.7384891501328964
meat,0.7376115795399857
forget,0.7370312502373895
granted,0.7367336875778736
welcome,0.7357713988359307
murder,0.7343412955733634
vexes,0.7335510897705989
hour,0.7318091014892599
vegetables,0.7306701090226569
possession,0.730076214497055
mantelpiece,0.7299571148303599
cellar,0.7297690975861646
crash,0.7284256502263095
strength,0.728046461563099
flung,0.7275958523350962
sooty,0.7266936466931252
quick,0.7265714857047104
wig,0.7264970819182058
manner,0.7259953923100646
unsatisfactory,0.7238563960026437
sticking,0.7224301799467396
boiled,0.7221641573017503
yarn,0.7221641573017503
soft,0.7217072291378828
heavens,0.7215313457738279
giants,0.7187599571781061
bade,0.717862428486175
soul,0.7157631948088519
calling,0.7134760015476296
beauty,0.7122407986877137
upwards,0.7119106227849146
wishes,0.7102648931254666
speaking,0.7100282647693555
teach,0.7098204389787659
seat,0.7081840094439484
sick,0.7081428030175334
free,0.7074799391516841
refuse,0.7047711208640932
unkindly,0.7033132976492991
sleeve,0.7031138159391604
draught,0.7021906770581541
